ID Transporte,Data Transporte,Fazenda Origem,Placa Caminhão,Volume Estéreo (m³st),Tipo Entrega,Valor Unitário Transporte,Valor Total Transporte,Observações,Data do Registro,Fotos,Transportadora,Destino,Volume medido (m³st),Ticket
e5fafbae,16/07/2025,LOBO,OYF3D27,,Estoque,30,0,648,21/07/2025,,DELTA,UPC-Mata Verde,"123,17",
980ad360,16/07/2025,LOBO,JTK3J67,,Estoque,30,0,649,21/07/2025,,ANISIO,UPC-Mata Verde,"56,25",
6003c6fd,16/07/2025,LOBO,HSI9C62,,Estoque,30,0,650,21/07/2025,,MACIEL,UPC-Mata Verde,"86,78",
26cef230,16/07/2025,LOBO,BKS1027,,Estoque,30,0,651,21/07/2025,,AMA,UPC-Mata Verde,"87,71",
936384aa,16/07/2025,LOBO,HRO9323,,Estoque,30,0,652,21/07/2025,,ELAINE VOGADO,UPC-Mata Verde,"96,11",
8d593613,17/07/2025,LOBO,FRY8C99,,Estoque,30,0,653,21/07/2025,,AGM,UPC-Mata Verde,"120,37",
882bf8fe,17/07/2025,LOBO,ILP3J50,,Estoque,30,0,654,21/07/2025,,MISAEL,UPC-Mata Verde,"84,91",
19526ce5,17/07/2025,LOBO,HSI9C61,,Estoque,30,0,655,21/07/2025,,MACIEL,UPC-Mata Verde,"87,4",
ccd7ee6f,17/07/2025,LOBO,NTM8D24,,Estoque,30,0,656,21/07/2025,,MACIEL,UPC-Mata Verde,"84,29",
0ffde099,16/07/2025,LOBO,FRY8C99,,Estoque,30,0,657,21/07/2025,,AGM,UPC-Mata Verde,"125,97",
2d027114,16/07/2025,LOBO,ILP3J50,,Estoque,30,0,658,21/07/2025,,MISAEL,UPC-Mata Verde,"85,54",
8c7c9303,16/07/2025,LOBO,FOF9E53,,Estoque,30,0,659,21/07/2025,,RICARDO OLIVEIRA,UPC-Mata Verde,"87,09",
3dcdeed2,17/07/2025,LOBO,PYD2A90,,Estoque,30,0,660,21/07/2025,,WANGER,UPC-Mata Verde,"124,1",
7f854646,17/07/2025,LOBO,FOF9G53,,Estoque,30,0,661,21/07/2025,,RICARDO OLIVEIRA,UPC-Mata Verde,"89,27",
d8dacfda,17/07/2025,LOBO,BWZ7G96,,Estoque,30,0,662,21/07/2025,,AMA,UPC-Mata Verde,"83,67",
25b1d80c,17/07/2025,LOBO,BWZ7G96,,Estoque,30,0,663,21/07/2025,,AMA,UPC-Mata Verde,"79,94",
72e303e1,17/07/2025,LOBO,PYD2A96,,Estoque,30,0,664,21/07/2025,,WAGNER,UPC-Mata Verde,"121,77",
5058063d,17/07/2025,LOBO,FOF9E53,,Estoque,30,0,665,21/07/2025,,RICARDO OLIVEIRA,UPC-Mata Verde,"84,29",
b01f9fbe,17/07/2025,LOBO,JTK3J67,,Estoque,30,0,666,21/07/2025,,ANISIO,UPC-Mata Verde,"53,4",
e17e7466,18/07/2025,LOBO,OYF3D27,,Estoque,30,0,667,21/07/2025,,DELTA,UPC-Mata Verde,"123,03",
ab6324b5,18/07/2025,LOBO,EJW2J87,,Estoque,30,0,668,21/07/2025,,JONI TRANSPORTE,UPC-Mata Verde,"118,97",
cde402f9,18/07/2025,LOBO,CVN4G51,,Estoque,30,0,669,21/07/2025,,JP TRANSPORTE,UPC-Mata Verde,"118,97",
891e0e11,18/07/2025,LOBO,FPG2G71,,Estoque,30,0,670,21/07/2025,,RK TRANSPORTE,UPC-Mata Verde,"122,24",
78c6745e,18/07/2025,LOBO,HRO9323,,Estoque,30,0,671,21/07/2025,,ELAINE,UPC-Mata Verde,"96,42",
357febf3,18/07/2025,LOBO,ILP3J50,,Estoque,30,0,673,21/07/2025,,MISAEL,UPC-Mata Verde,"81,49",
917d7d10,18/07/2025,LOBO,NTM8D24,,Estoque,30,0,674,21/07/2025,,MACIEL,UPC-Mata Verde,"79,94",
f0140069,18/07/2025,LOBO,JAT6I60,,Estoque,30,0,675,21/07/2025,,JOSE MARCELO,UPC-Mata Verde,"64,39",
3f007507,18/07/2025,LOBO,HSI9C62,,Estoque,30,0,676,21/07/2025,,MACIEL,UPC-Mata Verde,"85,22",
50955088,18/07/2025,LOBO,JTK3J67,,Estoque,30,0,677,21/07/2025,,ANISIO,UPC-Mata Verde,"55,73",
3c3d6aa9,18/07/2025,LOBO,FOF9E53,,Estoque,30,0,678,21/07/2025,,RICARDO OLIVEIRA,UPC-Mata Verde,"80,56",
86e2e0bd,19/07/2025,LOBO,BWZ7G96,,Estoque,30,0,679,21/07/2025,,AMA,UPC-Mata Verde,"84,91",
8788615b,19/07/2025,LOBO,HRO9323,,Estoque,30,0,680,21/07/2025,,ELAINE,UPC-Mata Verde,"99,53",
fbffe4ec,19/07/2025,LOBO,JTK3J67,,Estoque,30,0,681,21/07/2025,,ANISIO,UPC-Mata Verde,"57,28",
935b771b,19/07/2025,LOBO,OYF3D27,,Estoque,30,0,682,21/07/2025,,DELTA,UPC-Mata Verde,"120,27",
756cfe5d,19/07/2025,LOBO,CVN4G51,,Estoque,30,0,683,21/07/2025,,JP TRANSPORTES,UPC-Mata Verde,"117,57",
e518e6c3,19/07/2025,LOBO,FPG2G71,,Estoque,30,0,684,21/07/2025,,RK TRANSPORTE,UPC-Mata Verde,"124,1",
2de4194e,19/07/2025,LOBO,PYD2A96,,Estoque,30,0,685,21/07/2025,,WAGNER,UPC-Mata Verde,"122,71",
9853530f,19/07/2025,LOBO,HSI9C62,,Estoque,30,0,686,21/07/2025,,MACIEL,UPC-Mata Verde,"86,16",
1f8802cf,19/07/2025,LOBO,ILP3J50,,Estoque,30,0,687,21/07/2025,,MISAEL,UPC-Mata Verde,"83,67",
3dfc1fc5,19/07/2025,LOBO,NTM8D24,,Estoque,30,0,688,21/07/2025,,MACIEL,UPC-Mata Verde,"80,56",
98c45905,19/07/2025,LOBO,BWZ7G96,,Estoque,30,0,689,21/07/2025,,AMA,UPC-Mata Verde,"85,54",
fbee2ade,19/07/2025,LOBO,HRO9323,,Estoque,30,0,690,21/07/2025,,ELAINE,UPC-Mata Verde,"96,73",
00b7ed79,20/07/2025,LOBO,FOF9E53,,Estoque,30,0,691,21/07/2025,,RICARDO OLIVEIRA,UPC-Mata Verde,"85,85",
a1e5384c,20/07/2025,LOBO,JTK3J67,,Estoque,30,0,692,21/07/2025,,ANISIO,UPC-Mata Verde,"54,69",
d279b878,20/07/2025,LOBO,FPG2G71,,Estoque,30,0,693,21/07/2025,,RK TRANSPORTE,UPC-Mata Verde,"128,77",
2951897c,20/07/2025,LOBO,CVN4G51,,Estoque,30,0,694,21/07/2025,,JP TRANSPORTE,UPC-Mata Verde,"126,9",
80c965fc,20/07/2025,LOBO,OYF3D27,,Estoque,30,0,695,21/07/2025,,DELTA,UPC-Mata Verde,"120,73",
2c136a4d,20/07/2025,LOBO,HSI9C62,,Estoque,30,0,696,21/07/2025,,MACIEL TRANSPORTES,UPC-Mata Verde,"87,4",
da31ee42,20/07/2025,LOBO,ILP3J50,,Estoque,30,0,698,21/07/2025,,MISAEL,UPC-Mata Verde,"80,87",
43b053d0,20/07/2025,LOBO,HRO9223,,Estoque,30,0,699,21/07/2025,,ELAINE VOGADO,UPC-Mata Verde,"97,98",
28635b62,20/07/2025,LOBO,FOF9E53,,Estoque,30,0,700,21/07/2025,,RICARDO OLIVEIRA,UPC-Mata Verde,"87,09",
0b1c78b6,18/07/2025,LOBO,ETR9C71,,Estoque,30,0,672,22/07/2025,,JULIO CESAR,UPC-Mata Verde,"129,4",
ea0001c5,20/07/2025,LOBO,NTM8D24,,Estoque,30,0,697,22/07/2025,,MACIEL TRANSPORTE,UPC-Mata Verde,"81,49",
389c7bda,21/07/2025,LOBO,BWZ7G96,,Estoque,30,0,701,22/07/2025,,AMA,UPC-Mata Verde,"81,49",
c1f21ca1,21/07/2025,LOBO,ETR9C71,,Estoque,30,0,702,22/07/2025,,JULIO CESAR,UPC-Mata Verde,"120,84",
af18d067,21/07/2025,LOBO,703,,Estoque,30,0,703,22/07/2025,,WAGNER TRANSP,UPC-Mata Verde,"122,71",
8fafbe0c,21/07/2025,LOBO,JTK3J67,,Estoque,30,0,704,22/07/2025,,ANISIO,UPC-Mata Verde,"57,28",
5c776d92,21/07/2025,LOBO,HSI9C62,,Estoque,30,0,705,22/07/2025,,MACIEL,UPC-Mata Verde,"90,2",
baecdcab,21/07/2025,LOBO,NTM8D24,,Estoque,30,0,706,22/07/2025,,MACIEL,UPC-Mata Verde,"81,49",
7ed591b3,21/07/2025,LOBO,FOF9E53,,Estoque,30,0,707,22/07/2025,,RICARDO OLIVEIRA,UPC-Mata Verde,"87,09",
